Mon	B	Mod	R0	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	Comments
180	f	D	2	2	2	2	2	2	2	2	2	2	1	Ogre Leader Monster: Strike Twice R10
181	S	+	0	0	0	0	1	1	1	2	2	2	3	Shaman Monster: Speed R4/R7/R10
181	W	+	0	20	25	30	35	40	45	50	55	60	65	Shaman Monster: Magic Resist 20% R1+5%/Rank
181	U	#104	0	50	50	50	0	0	0	0	0	0	0	Shaman Monster: Summon Mult. Serpent Fly Num=50% R1
181	U	#106	0	0	0	0	50	50	50	0	0	0	0	Shaman Monster: Summon Mult. Basilisks Num=50% R4
181	U	#102	0	0	0	0	0	0	0	50	50	0	0	Shaman Monster: Summon Mult. Gorgons Num=50% R7
181	U	#108	0	0	0	0	0	0	0	0	0	50	50	Shaman Monster: Summon Mult. Wyverns Num=50% R9
181	f	r	0	0	0	0	0	0	0	0	0	0	1	Shaman Monster: Rebirth R10
182	S	+	0	0	0	0	1	1	1	2	2	2	3	Astral Spirit Monster: Speed R4/R7/R10
182	W	+	0	20	25	30	35	40	45	50	55	60	65	Astral Spirit Monster: Magic Resist 20% R1+5%/Rank
182	f	M	1	1	1	1	1	1	1	1	1	1	1	Astral Spirit Monster: No Morale R0
182	f	F	2	1	1	1	1	1	1	1	1	1	1	Astral Spirit Monster: Flying R1
182	a	#58	0	0	0	0	10	20	30	40	50	60	70	Astral Spirit: Mass Counterstrike 10%-70% R4
182	f	A	2	2	2	2	2	2	2	1	1	1	1	Astral Spirit Monster: Attack All Around R7
182	f	b	0	0	0	0	0	0	0	0	0	0	1	Astral Spirit Monster: Strike & Return R10
183	S	+	0	0	0	0	1	1	1	2	2	2	3	Paladin Monster: Speed R4/R7/R10
183	W	+	0	20	25	30	35	40	45	50	55	60	65	Paladin Monster: Magic Resist 20% R1+5%/Rank
183	f	c	2	1	1	1	1	1	1	1	1	1	1	Paladin Monster: Champion Charge R1
183	L	140	0	0	0	0	20	25	30	35	40	45	50	Paladin Monster: 40% to Deflect 20-50% Dmg R4
183	f	D	2	2	2	2	2	2	2	1	1	1	1	Paladin Monster: Strike Twice R7
174	f	R	2	2	2	2	2	2	2	2	2	2	1	Paladin Monster: No Retaliation R10
184	S	+	0	0	0	0	1	1	1	2	2	2	3	Hierophant Monster: Speed R4/R7/R10
184	W	+	0	20	25	30	35	40	45	50	55	60	65	Hierophant Monster: Magic Resist 20% R1+5%/Rank
184	w	m	0	1	1	1	1	1	1	1	1	1	1	Hierophant Monster: Immune to Hostile Mind Spells R1
184	r	100	0	0	0	0	50	60	70	80	90	100	110	Hierophant Monster: Regeneration 100% chance R4
184	a	#37	0	0	0	0	0	0	0	70	80	90	100	Hierophant Monster: Mass Cure after-att. 70%-100% R7
184	p	#48	0	10	20	30	40	50	60	70	80	90	100	Hierophant Monster: Mass Prayer pre-attack 10%/Rank
185	S	+	0	0	0	0	1	1	1	2	2	2	3	Temple Guardian Monster: Speed R4/R7/R10
185	W	+	0	20	25	30	35	40	45	50	55	60	65	Temple Guardian Monster: Magic Resist 20% R1+5%/Rank
185	p	#44	0	10	20	30	40	50	60	70	80	90	100	Temple Guardian: Mass Precision pre-att. 10%/Rank
185	C	+	0	0	0	0	1	1	2	2	3	3	4	Temple Guardian: Reduce Casting Cost R4/6/9/10
185	a	#28	0	0	0	0	0	0	0	20	40	60	80	Temple Guardian: Air Shield after-att. R7 20%/Rank
185	w	3	0	0	0	0	0	0	0	0	0	0	1	Temple Guardian: Immune to hostile L1-L3 Spells R10
186	S	+	0	0	0	0	1	1	1	2	2	2	3	Succubus Monster: Speed R4/R7/R10
186	W	+	0	20	25	30	35	40	45	50	55	60	65	Succubus Monster: Magic Resist 20% R1+5%/Rank
186	f	F	2	1	1	1	1	1	1	1	1	1	1	Succubus Monster: Flying R1
186	s	#29	0	0	0	0	1	1	2	2	3	3	3	Succubus Monster: Fire Shield R4
186	a	#60	0	0	0	0	0	0	0	25	30	35	40	Succubus Monser: Hypnotize after-attack 25%-40% R7
186	U	#48	0	0	0	0	0	0	0	0	0	0	100	"Succubus Monster: Summon Mult. Demons, Num=100% R10"
187	S	+	0	0	0	0	1	1	1	2	2	2	3	Soul Eater Monster: Speed R4/R7/R10
187	W	+	0	20	25	30	35	40	45	50	55	60	65	Soul Eater Monster: Magic Resist 20% R1+5%/Rank
187	f	U	1	1	1	1	1	1	1	1	1	1	1	Soul Eater Monster: Undead R0
187	f	M	1	1	1	1	1	1	1	1	1	1	1	Soul Eater Monster: No Morale R0
187	f	P	1	1	1	1	1	1	1	1	1	1	1	Soul Eater Monster: Immune to Mind Spells R0
187	F	=	2	2	2	2	1	1	1	1	1	1	1	Soul Eater Monster: Fear R4
187	p	#24	0	0	0	0	0	0	0	10	20	30	40	Soul Eater: Death Ripple pre-attack 10%-40% R7
188	S	+	0	0	0	0	1	1	1	2	2	2	3	Brute Monster: Speed R4/R7/R10
188	W	+	0	20	25	30	35	40	45	50	55	60	65	Brute Monster: Magic Resist 20% R1+5%/Rank
188	f	f	2	1	1	1	1	1	1	1	1	1	1	Brute Monster: Fearless R1
188	s	#43	0	0	0	0	1	1	2	2	3	3	3	Brute Monster: Enchanted with Bloodlust R4/6/8/10
188	B	+	0	0	0	0	0	0	0	10	20	30	40	Brute Monster: Block 10%-40% R7
188	f	R	2	2	2	2	2	2	2	2	2	2	1	Brute Monster: No Retaliation R10
189	S	+	0	0	0	0	1	1	1	2	2	2	3	Ogre Leader Monster: Speed R4/R7/R10
189	W	+	0	20	25	30	35	40	45	50	55	60	65	Ogre Leader Monster: Magic Resist 20% R1+5%/Rank
189	f	m	0	1	1	1	1	1	1	1	1	1	1	Ogre Leader Monster: Always Positive Morale R1
189	c	#71	0	0	0	0	20	30	40	50	60	70	80	Ogre Leader Monster: Poison 20%-80% R4
189	e	+	0	0	0	0	0	0	0	10	20	30	40	Ogre Leader Monster: 2xDmg Deathblow 10%-40% R7
189	f	D	2	2	2	2	2	2	2	2	2	2	1	Ogre Leader Monster: Strike Twice R10
190	S	+	0	0	0	0	1	1	1	2	2	2	3	Shaman Monster: Speed R4/R7/R10
190	W	+	0	20	25	30	35	40	45	50	55	60	65	Shaman Monster: Magic Resist 20% R1+5%/Rank
190	U	#104	0	50	50	50	0	0	0	0	0	0	0	Shaman Monster: Summon Mult. Serpent Fly Num=50% R1
190	U	#106	0	0	0	0	50	50	50	0	0	0	0	Shaman Monster: Summon Mult. Basilisks Num=50% R4
190	U	#102	0	0	0	0	0	0	0	50	50	0	0	Shaman Monster: Summon Mult. Gorgons Num=50% R7
190	U	#108	0	0	0	0	0	0	0	0	0	50	50	Shaman Monster: Summon Mult. Wyverns Num=50% R9
190	f	r	0	0	0	0	0	0	0	0	0	0	1	Shaman Monster: Rebirth R10
191	S	+	0	0	0	0	1	1	1	2	2	2	3	Astral Spirit Monster: Speed R4/R7/R10
191	W	+	0	20	25	30	35	40	45	50	55	60	65	Astral Spirit Monster: Magic Resist 20% R1+5%/Rank
191	f	M	1	1	1	1	1	1	1	1	1	1	1	Astral Spirit Monster: No Morale R0
191	f	F	2	1	1	1	1	1	1	1	1	1	1	Astral Spirit Monster: Flying R1
191	a	#58	0	0	0	0	10	20	30	40	50	60	70	Astral Spirit: Mass Counterstrike 10%-70% R4
191	f	A	2	2	2	2	2	2	2	1	1	1	1	Astral Spirit Monster: Attack All Around R7
191	f	b	0	0	0	0	0	0	0	0	0	0	1	Astral Spirit Monster: Strike & Return R10
147	A	=	0	0	0	0	0	0	0	0	0	0	0	First Aid Tent Attack (None)
147	M	=	0	0	0	0	0	0	0	0	0	0	0	First Aid Tent Max. Damage (None)
147	m	=	0	0	0	0	0	0	0	0	0	0	0	First Aid Tent Min. Damage (None)
148	A	=	0	0	0	0	0	0	0	0	0	0	0	Ammo Cart Attack (None)
148	M	=	0	0	0	0	0	0	0	0	0	0	0	Ammo Cart Max. Damage (None)
148	m	=	0	0	0	0	0	0	0	0	0	0	0	Ammo Cart Min. Damage (None)
196	S	+	0	0	0	0	1	1	2	2	2	2	3	Dracolich: Speed R4/R6/R10
196	c	#71	0	5	10	15	20	25	30	35	40	45	50	Dracolich: Poison 5% / rank
196	k	#71	0	5	10	15	20	25	30	35	40	45	50	Dracolich: Poison 5% / rank
197	S	+	0	0	0	0	1	1	1	1	1	1	1	Templar: Speed R4
197	h	#67	0	0	0	2	2	3	3	4	4	5	6	Templar: Hatred Dmg-Dread Knight
198	S	+	0	0	0	0	1	1	1	1	1	1	2	Crossbowman: Speed R4
198	b	=	0	4	8	12	16	20	24	28	32	36	40	Crossbowman Reduce Defense 4%/Rank
198	f	s	0	0	0	0	0	0	0	0	0	0	1	Crossbowman: Unblockable Shooter R8
199	S	+	0	0	0	0	1	1	1	1	1	1	3	Cesar Griffin: Speed R4/R10
199	L	#125	0	6	12	18	24	30	36	42	48	54	60	Cesar Griffin: 25% chance to Deflect 6% dmg./Rank
199	A	+	0	1	2	2	3	4	5	6	6	7	8	Cesar Griffin: Attack R1/R2/R4/R5/R6/R7/R9/R10
199	D	+	0	1	2	3	3	4	4	5	6	7	8	Cesar Griffin: Defense R1/R2/R3/R5/R7/R8/R9/R10
200	S	+	0	0	0	0	1	1	1	1	2	2	3	Dragon Slayer: Speed R4/R10
201	S	+	0	0	0	0	1	1	1	1	1	1	2	Holy Champion: Speed 40/100%
201	f	b	0	0	0	0	0	0	0	0	0	1	1	Holy Champion: Strike & Return R3
201	f	R	2	2	2	2	2	2	2	2	2	2	1	Holy Champion: No Retaliation R10
201	s	#55	0	0	0	0	0	0	0	1	2	3	3	Holy Champion: Slayer R7/R8/R9
202	S	+	0	0	0	0	1	1	2	2	2	2	3	Master Archangel: Speed R4/R6/R10
202	w	R	0	0	0	0	0	0	0	0	0	0	1	Master Archangel: Immune to Armageddon R3
202	P	+	0	0	0	0	0	0	0	0	0	1	2	Master Archangel: Extra Resurrection R9/R10
203	s	#27	0	0	0	0	0	0	0	0	0	1	2	Berserker Dwarf: Shield R7/R10
203	H	%	0	7	14	21	28	35	42	49	56	63	70	Berserker Dwarf: Health 7%/Rank (instead of 5%)
203	A	+	0	0	1	1	2	2	2	3	4	4	5	Berserker Dwarf: Attack R2/R4/R7/R8/R10
203	D	+	0	1	1	1	1	1	2	2	3	4	4	Berserker Dwarf: Defense R1/R6/R8/R9
203	M	+	0	0	0	1	1	2	2	2	3	3	3	Berserker Dwarf: Max. Damage R3/R5/R8
203	m	+	0	0	0	1	1	2	2	3	3	3	3	Berserker Dwarf: Min. Damage R3/R5/R7
203	S	+	0	0	0	0	1	1	1	1	1	1	1	Berserker Dwarf: Speed R4
203	W	+	0	4	8	12	16	20	24	28	32	36	40	Berserker Dwarf: Magic Resistance +4%/Rank
204	A	+	0	0	1	2	2	2	4	4	5	7	7	Elf Sacred: Attack R2/R3/R6/R8/R9
204	D	+	0	2	2	2	3	3	4	4	5	5	7	Elf Sacred: Defense R1/R4/R6/R8/R10
204	M	+	0	0	2	2	2	4	4	4	5	5	5	Elf Sacred: Max. Damage R2/R5/R8
204	m	+	0	0	0	1	1	2	2	4	4	5	5	Elf Sacred: Min. Damage R3/R5/R7/R9
204	S	+	0	0	0	0	1	1	2	2	2	2	3	Elf Sacred: Speed R4/R6/R10
204	f	b	0	0	0	0	0	0	0	0	0	0	1	Elf Sacred: Attack & Return R5
205	A	+	0	2	3	3	4	6	6	7	7	7	9	Elder Dendroid: Attack R1/R2/R4/R5/R7/R10
205	D	+	0	1	1	2	3	4	5	6	6	8	8	Elder Dendroid: Defense R1/R3/R4/R5/R6/R7/R9
205	M	+	0	0	2	2	2	2	3	4	6	6	6	Elder Dendroid: Max. Damage R2/R6/R7/R8
205	m	+	0	0	0	2	2	2	4	4	5	5	5	Elder Dendroid: Min. Damage R3/R6/R8
205	S	+	0	0	0	0	0	1	1	1	1	1	2	Elder Dendroid: Speed R5/R10
205	w	E	0	0	0	0	0	0	0	0	0	0	1	Elder Dendroid: Immune to Hostile Earth Spells R9
205	U	#22	0	10	20	30	40	50	60	70	80	90	100	Elder Dendroid: Summon 10%/Rank Dendroid Guard every 4 rounds
206	p	#37	0	0	0	5	5	10	10	15	15	15	20	Legendary Unicorn: Mass Cure pre-attack 5%-20% chance
206	A	+	0	1	2	2	2	4	7	7	9	10	11	Legendary Unicorn: Attack R1/R2/R5/R6/R8/R9/R10
206	D	+	0	1	1	3	3	5	5	5	6	6	8	Legendary Unicorn: Defense R1/R3/R5/R8/R10
206	M	+	0	0	2	2	4	4	4	6	7	9	9	Legendary Unicorn: Max. Damage R2/R4/R7/R8/R9
206	m	+	0	1	2	4	4	4	4	6	6	7	7	Legendary Unicorn: Min. Damage R1/R2/R3/R7/R9
206	S	+	0	0	0	0	1	1	1	1	1	1	2	Legendary Unicorn: Speed R4/R10
206	a	#62	0	0	5	5	10	10	15	15	20	25	30	Legendary Unicorn: Blind bonus R2/R4/R6/R8/R9/R10
207	A	+	0	1	2	2	4	5	7	7	9	11	12	Pure Diamond Dragon: Attack R1/R2/R4/R5/R6/R8/R9/R10
207	D	+	0	1	1	3	3	5	5	7	7	8	9	Pure Diamond Dragon: Defense R1/R3/R5/R7/R9/R10
207	M	+	0	1	3	4	4	5	7	7	9	9	9	Pure Diamond Dragon: Max. Damage R1/R2/R3/R5/R6/R8
207	m	+	0	1	2	3	4	5	5	7	7	8	10	Pure Diamond Dragon: Min. Dmg R1/R2/R3/R4/R5/R7/R9/R10
207	S	+	0	0	0	0	1	1	2	2	2	2	3	Pure Diamond Dragon: Speed R4/R6/R10
207	L	#200	0	5	10	15	20	25	30	35	40	45	50	Pure Diamond Dragon: Deflect 100% chance 5%/Rank
207	w	0	0	0	0	0	0	0	0	0	0	0	1	Pure Diamond Dragon: No Immunity to Friendly Spells R10
208	H	%	0	7	14	21	28	35	42	49	56	63	70	Marble Gargoyle: Health 7%/Rank (instead of 5%)
208	A	+	0	0	1	1	2	2	2	3	4	4	5	Marble Gargoyle: Attack R2/R4/R7/R8/R10
208	D	+	0	1	1	1	1	1	2	2	3	4	4	Marble Gargoyle: Defense R1/R6/R8/R9
208	M	+	0	0	0	1	1	2	2	2	3	3	3	Marble Gargoyle: Max. Damage R3/R5/R8
208	m	+	0	0	0	1	1	2	2	3	3	3	3	Marble Gargoyle: Min. Damage R3/R5/R7
208	S	+	0	0	0	0	1	1	1	1	1	1	1	Marble Gargoyle: Speed R4
208	s	#46	0	0	0	0	0	0	1	1	2	2	5	Marble Gargoyle: Stone Skin R3/R5, Mass R9
208	w	E	0	0	0	0	0	0	0	0	0	0	1	Marble Gargoyle: Immune to Hostile Earth Spells R7
209	f	R	2	2	2	2	2	2	2	2	2	2	1	Steel Golem: No Retaliation R5
210	S	+	0	0	0	0	1	1	2	2	2	2	3	Arcane Genie: Speed at 40/60/100%
210	P	+	0	0	0	0	0	1	1	2	2	3	3	Arcane Genie: Increased # of Spells R5/R7/R9
211	S	+	0	0	0	0	1	1	1	1	1	1	2	Naga Empress: Speed R4/R10
211	R	+	0	0	0	0	0	1	1	2	2	3	4	Naga Empress: Extra Retals R5/R7/R9/R10
212	S	+	0	0	0	0	1	1	2	2	2	2	3	Guardian of Zeus: Speed R4/R6/R10
212	w	A	1	1	1	1	1	1	1	1	1	1	1	Guardian of Zeus: Immune to Hostile Air Spells R5
212	i	=	0	0	0	0	0	0	0	0	0	0	1	Guardian of Zeus: No Range Penalty R9
212	p	#57	0	1	2	3	4	5	6	7	8	9	10	Guardian of Zeus: Titan's Lightning Bolt 1%/Rank
213	S	+	0	0	0	0	0	1	1	1	1	1	2	Hellish Plague: Speed R5/R10
213	s	#51	0	1	1	1	1	2	2	2	3	3	3	Hellish Plague: Fortune R1/R5/R8 (Expert R8)
214	S	+	0	0	0	0	1	1	1	1	1	1	2	Avernum Magog: Speed R4/R10
214	a	#22	0	1	2	3	4	5	6	7	8	9	10	Avernum Magog: Inferno post-attack 1%/Rank
215	S	+	0	0	0	0	1	1	1	1	1	1	2	Astral Cerberus: Speed R4/R10
215	h	#4	0	0	0	0	0	0	1	2	3	4	5	Astral Cerberus: Hatred Dmg-Griffin (50% R10)
215	h	#5	0	0	0	0	0	0	1	2	3	4	5	Astral Cerberus: Hatred Dmg-Royal Griffin (50% R10)
215	h	#199	0	0	0	0	0	0	1	2	3	4	5	Astral Cerberus: Hatred Dmg-Cesar Griffin (50% R10)
215	R	+	0	0	0	0	0	1	1	1	2	2	2	Astral Cerberus: Retaliate Twice R8/R9/R10
215	a	#73	0	5	10	15	20	25	30	35	40	45	50	Astral Cerberus: Disease post-attack 5%/Rank
216	S	+	0	0	0	0	1	1	1	1	1	1	2	Sharp-Horned Demon: Speed R4/R10
216	L	#74	0	1	2	3	4	5	10	15	20	25	30	Sharp-Horned Demon: Deflect 75% of Dmg. (30% R10)
216	f	f	0	0	0	0	0	0	0	0	0	0	1	Sharp-Horned Demon: Fearless R8
217	f	D	2	2	2	2	2	2	2	2	2	2	1	Pit Master: Strike Twice R7
217	u	#48	0	0	0	10	10	15	15	20	20	25	25	Pit Master: Summon Demons round 2 R3/R5/R7/R9
218	S	+	0	0	0	0	1	1	2	2	2	2	3	Efreeti Rajah: Speed R4/R6/R10
218	p	#66	0	5	10	15	20	25	30	35	40	45	50	Efreeti Rajah: Summon Fire Elemental pre-attack 5%/Rank
218	f	R	2	2	2	2	2	2	2	2	2	2	1	Efreeti Rajah: No Retaliation R7
219	S	+	0	0	0	0	0	1	2	2	3	4	5	Antichrist: Speed R5/R6/R8/R9/R10
219	p	#50	0	5	10	15	20	25	30	35	40	45	50	Antichrist: Mass Sorrow pre-attack 5%/Rank
220	S	+	0	0	0	0	0	0	0	0	1	1	1	Skeleton Knight: Speed R8
220	s	#28	0	0	0	1	1	1	2	2	2	2	2	Skeleton Knight: Air Shield R3/R6
220	w	p	0	0	0	0	0	0	0	0	0	1	1	Skeleton Knight: Immune to Hostile Dispels R9
221	S	+	0	0	0	0	1	1	1	1	1	1	2	Nosferatu: Speed R4/R10
221	b	=	0	0	0	0	5	10	15	20	25	25	30	Nosferatu: Reduce Target's Defense 5%/Rank
221	a	#60	0	5	10	15	20	25	30	35	40	45	50	Nosferatu: Hypnotize 5%/Rank
222	S	+	0	0	0	0	1	1	1	1	1	1	2	Lich King: Speed R4/R10
222	p	#24	0	5	10	15	20	25	30	35	40	45	50	Lich King: Death Ripple pre-attack 5%/Rank
222	w	2	0	0	0	0	0	0	0	0	0	0	1	Lich King: Immune to L2 Spells R9
222	h	#34	0	1	2	3	4	5	6	7	8	9	10	Lich King: Hatred Dmg-Mage
222	h	#35	0	1	2	3	4	5	6	7	8	9	10	Lich King: Hatred Dmg-Arch Mage
222	h	#257	0	1	2	3	4	5	6	7	8	9	10	Lich King: Hatred Dmg-Arcane Mage
222	P	+	0	0	0	1	1	1	1	2	2	2	3	Lich King: Additional Cast R3/R7/R10
223	S	+	0	0	0	0	1	1	1	1	1	1	2	Death Rider: Speed R4/R10
223	a	#78	0	10	20	30	40	50	60	70	80	90	100	Death Rider: Dispel Beneficial Spells 10%/Rank
223	f	R	2	2	2	2	2	2	2	2	2	2	1	Death Rider: No Retaliation R7
224	S	+	0	0	0	0	1	1	2	2	2	2	3	Red Bones Dragon: Speed R4/R6/R10
224	s	#28	0	0	1	1	1	2	2	2	2	2	2	Red Bones Dragon: Air Shield R2/R5
224	w	F	0	0	0	0	0	0	0	0	0	1	1	Red Bones Dragon: Immune to Hostile Fire Spells R3
224	w	W	0	0	0	0	0	0	0	0	1	1	1	Red Bones Dragon: Immune to Hostile Water Spells R5
224	w	A	0	0	0	0	0	0	0	0	0	0	1	Red Bones Dragon: Immune to Hostile Air Spells R7
224	w	E	0	0	0	0	0	0	0	1	1	1	1	Red Bones Dragon: Immune to Hostile Earth Spells R9
224	c	#75	0	8	16	24	32	40	48	56	64	72	80	Red Bones Dragon: Aging +8%/Rank
225	S	+	0	0	0	0	1	1	1	1	1	1	1	Phosforous Troglodyte: Speed R4
225	c	#54	0	3	6	9	12	15	18	21	24	27	30	Phosforous Troglodyte: Slow on hit 3%/Rank
225	w	F	0	0	0	0	0	0	0	0	0	0	1	Phosforous Troglodyte: Immune to Hostile Fire Spells R7
226	S	+	0	0	0	0	1	1	1	1	1	1	2	Monstrous Eye: Speed R4/R10
226	o	+	0	0	0	0	0	0	0	0	0	1	1	Monstrous Eye: No Obstacle Penalty R7
226	w	m	0	0	0	0	0	0	0	0	0	0	1	Monstrous Eye: Immune to Hostile Mind Spells R7
227	S	+	0	0	0	0	1	1	1	1	1	1	2	Harpy Sanguinary: Speed R4/R10
227	s	#51	0	0	0	0	1	1	1	2	2	2	2	Harpy Sanguinary: Fortune R4/R7
227	c	#42	0	5	10	15	20	25	30	35	40	45	50	Harpy Sanguinary: Curse 5%/Rank
228	S	+	0	0	0	0	1	1	1	1	1	1	2	Medusa Empress: Speed R4/R10
228	a	#70	0	0	0	5	5	10	10	15	20	25	30	Medusa Empress: Petrify bonus R3/R5/R7/R8/R9/R10
228	i	+	0	0	0	0	0	0	0	0	0	0	1	Medusa Empress: No Range Penalty R7
229	S	+	0	0	0	0	1	1	1	1	1	1	2	Black Minotaur: Speed R4/R10
229	s	#49	0	0	0	0	0	0	0	1	2	3	5	Black Minotaur: Mirth R5/R9
229	f	R	2	2	2	2	2	2	2	2	2	2	1	Black Minotaur: No Retaliation R8
230	S	+	0	0	0	0	1	1	2	2	2	2	3	Chimera: Speed R4/R6/R10
230	a	#74	0	0	0	0	0	5	5	10	10	15	20	Chimera: Paralyze bonus R5/R7/R9/R10
231	S	+	0	0	0	0	1	1	2	2	2	2	3	Abyss Dragon: Speed R4/R6/R10
231	c	#78	0	5	10	15	20	25	30	35	40	45	50	Abyss Dragon: Dispel Beneficial 5%/Rank
231	K	#59	0	3	6	9	12	15	18	21	24	27	30	Abyss Dragon: Berserk on hit 3%/Rank
232	S	+	0	0	0	0	1	1	1	1	1	1	2	Hobgoblin Overlord: Speed R4/R10
232	f	R	2	2	2	2	2	2	2	2	2	2	1	Hobgoblin Overlord: No Retaliation R8
233	S	+	0	0	0	0	1	1	1	1	1	1	2	Raider: Speed R4/R10
233	f	R	2	2	2	2	2	2	2	2	2	2	1	Raider: No Retaliation R7
234	S	+	0	0	0	0	1	1	1	1	1	1	1	Orc Leader: Speed R4
234	i	=	0	0	0	0	0	0	0	0	0	0	1	Orc Leader: No Range Penalty R9
235	S	+	0	0	0	0	1	1	1	1	1	1	1	Elder Ogre: Speed R4
235	L	#74	0	2	5	7	10	12	15	17	20	22	25	Elder Ogre: Deflect 75% dmg. 2.5%/Rank to 25%
235	p	#43	0	0	0	4	7	10	13	16	19	22	25	Elder Ogre: Mass Bloodlust pre-attack 3%/Rank R3
236	a	#19	0	5	10	15	20	25	30	35	40	45	50	Lightningbird: Chain Lightning 5%/Rank
236	S	+	0	0	0	0	1	1	2	2	2	2	3	Lightningbird: Speed R4/R6/R10
236	w	A	1	1	1	1	1	1	1	1	1	1	1	Lightningbird: Immune to Hostile Air Spells R5
237	S	+	0	0	0	0	1	1	1	1	1	1	2	Centamoth Thrower: Speed R4/R10
237	i	=	0	0	0	0	0	0	0	0	0	0	1	Centamoth Thrower: No Range Penalty R7
237	p	#14	5	10	15	20	25	30	35	40	45	50	50	Centamoth Thrower: Earthquake pre-attack 5%/Rank to 95%
238	f	D	2	2	2	2	2	2	2	2	2	2	1	Spectral Behemoth: Double Attack R7
238	S	+	0	0	0	2	3	3	4	4	4	4	5	Spectral Behemoth: +2 Extra Speed R3/R4/R6/R10
238	w	D	0	0	0	0	0	0	0	0	0	0	1	Spectral Behemoth: Immune to Direct Damage Spells R7
239	S	+	0	0	0	0	1	1	1	1	1	1	1	Centagnoll: Speed R4
239	s	#49	0	0	0	0	0	1	1	1	1	2	2	Centagnoll: Mirth R5/R9
240	S	+	0	0	0	0	1	1	1	1	1	1	1	Elite Lizard: Speed R4
240	b	=	0	4	8	12	16	20	24	28	32	36	40	Elite Lizard Reduce Defense 4%/Rank
240	f	s	0	0	0	0	0	0	0	0	0	0	1	Elite Lizard: Unblockable Shooter R8
241	H	+	0	1	2	4	5	7	8	10	11	13	14	Chaotic Dragon Fly: Health
241	A	+	0	1	1	1	1	1	1	1	1	1	1	Chaotic Dragon Fly: Attack R1
241	D	+	0	1	1	1	1	1	1	1	1	1	1	Chaotic Dragon Fly: Defense R1
241	S	+	0	0	0	0	1	2	3	3	4	4	5	Chaotic Dragon Fly: Speed R4/R5/R6/R8/R10
241	f	A	2	2	2	2	2	2	2	1	1	1	1	Chaotic Dragon Fly: Attack All Adjacent R7
241	c	#47	0	5	10	15	20	25	30	35	40	45	50	Chaotic Dragon Fly: Disrupting Ray 5%/Rank
242	S	+	0	0	0	0	1	1	1	1	1	1	2	Lava Basilisk: Speed R4/R10
242	a	#70	0	3	6	9	12	15	18	21	24	27	30	Lava Basilisk: Petrification +3%/Rank
242	w	F	0	0	0	0	0	0	0	0	0	0	1	Lava Basilisk: Immune to Hostile Fire Spells R3
243	D	+	0	1	1	1	1	2	2	2	2	3	3	Acid Wyvern: Defense R1/R5/R9
243	S	+	0	0	1	1	2	3	4	4	5	5	6	Acid Wyvern: Speed R2/R4/R5/R6/R8/R10
243	f	R	2	2	2	2	2	2	2	2	2	2	1	Acid Wyvern: No Retaliation R8
243	r	#100	0	9	18	27	36	45	54	63	72	81	90	Acid Wyvern: Regeneration 9HP/Rank
244	S	+	0	0	0	0	1	1	1	1	1	1	2	Deadly Gorgon: Speed R4/R10
244	E	=	10	20	30	40	50	60	70	80	90	95	100	Deadly Gorgon: Death Stare +3%/Rank
244	R	+	0	0	0	0	0	0	0	0	0	1	2	Deadly Gorgon: Extra Retaliations R5/R10
245	D	+	0	1	1	2	2	3	3	4	4	4	4	Terrible Hydra: Defense R1/R3/R5/R7
245	S	+	0	0	1	1	2	2	4	4	5	5	6	Terrible Hydra: Speed R2/R4/R6/R8/R10
245	d	+	0	4	8	12	16	20	24	28	32	36	40	Terrible Hydra: Defending Bonus +4/Rank
245	L	#49	0	5	10	15	20	25	30	35	40	45	50	Terrible Hydra: Deflect 50% Damage 5%/Rank
245	R	+	0	0	0	0	0	1	1	2	2	3	4	Terrible Hydra: Extra Retals R5/R7/R9/R10
246	S	+	0	0	0	0	1	1	1	1	1	1	2	Fairy: Speed R4/R10
246	c	#47	0	20	25	30	35	40	45	50	55	60	65	Fairy: Disrupting Ray
246	W	+	0	2	4	6	8	10	12	14	16	18	20	Fairy: Resistance 2%/Rank
247	S	+	0	0	0	0	1	1	1	1	1	1	2	Hurracane Elemental: Speed R4/R10
247	g	%	0	2	4	6	8	10	12	14	16	18	20	Hurracane Elemental: Reduce Spell Damage 2%/Rank
248	S	+	0	0	0	1	1	1	1	1	1	1	2	Life Elemental: Speed R4/R10
248	p	#16	0	1	2	3	4	5	6	7	8	9	10	Life Elemental: 1% Ice Bolt/Rank
249	S	+	0	0	0	1	1	1	1	1	1	1	2	Flux Elemental: Speed R4/R10
249	f	F	2	2	2	2	2	2	2	2	2	1	1	Flux Elemental: Fly R3
249	w	W	0	0	0	0	0	0	0	0	0	0	1	Flux Elemental: Immune to Hostile Water Spells R6
250	S	+	0	0	0	0	1	1	1	1	1	1	2	Mineral Elemental: Speed R4/R10
250	w	I	0	0	0	0	0	0	0	0	0	0	1	Mineral Elemental: Immunity to Implosion at R8
250	u	#113	0	10	20	30	40	50	60	70	80	90	100	Mineral Elemental: Summon Earth Elementals 10%/Rank
250	g	%	0	3	6	9	12	15	18	21	24	27	30	Mineral Elemental: Reduce Spell Damage 3%/Rank
251	S	+	0	0	0	0	1	1	1	1	1	1	2	Void Elemental: Speed R4/R10
251	R	+	0	0	0	0	0	1	1	1	1	2	2	Void Elemental: Extra Retaliations R5/R9
