Mon	B	Mod	R0	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	Comments
99	h	#15	0	2	4	6	8	10	12	14	16	18	20	Gnoll Marauder: Hatred Dmg-Centaur Captain
100	S	+	0	0	0	0	1	1	1	1	1	1	1	Lizardman: Speed R4
100	f	D	2	2	2	2	2	2	2	1	1	1	1	Lizardman: Double Strike R7
100	c	#71	0	5	10	15	20	25	30	35	40	45	50	Lizardman: Poison 5%/Rank
101	S	+	0	0	0	0	1	1	1	1	1	1	1	Lizard Warrior: Speed R4
101	f	D	2	2	2	2	2	2	2	1	1	1	1	Lizard Warrior: Double Strike R7
101	c	#71	0	5	10	15	20	25	30	35	40	45	50	Lizard Warrior: Poison 5%/Rank
104	H	+	0	1	2	4	5	7	8	10	11	13	14	Serpent Fly: Health
104	A	+	0	1	1	1	1	1	1	1	1	1	1	Serpent Fly: Attack R1
104	D	+	0	1	1	1	1	1	1	1	1	1	1	Serpent Fly: Defense R1
104	S	+	0	0	0	0	1	2	3	3	3	3	4	Serpent Fly: Speed R4/R5/R6/R10
104	f	A	2	2	2	2	2	2	2	1	1	1	1	Serpent Fly: Attack All Adjacent R7
104	R	+	0	0	0	0	0	1	1	2	2	3	4	Serpent Fly: Extra Retals R5/R7/R9/R10
105	H	+	0	1	2	4	5	7	8	10	11	13	14	Dragon Fly: Health
105	A	+	0	1	1	1	1	1	1	1	1	1	1	Dragon Fly: Attack R1
105	D	+	0	1	1	1	1	1	1	1	1	1	1	Dragon Fly: Defense R1
105	S	+	0	0	0	0	1	2	3	3	4	4	5	Dragon Fly: Speed R4/R5/R6/R8/R10
105	f	A	2	2	2	2	2	2	2	1	1	1	1	Dragon Fly: Attack All Adjacent R7
105	R	+	0	0	0	0	0	1	1	2	2	3	4	Dragon Fly: Extra Retals R5/R7/R9/R10
106	S	+	0	0	0	0	1	1	1	1	1	1	1	Basilisk: Speed R4
106	a	#70	0	3	6	9	12	15	18	21	24	27	30	Basilisk: Petrification +3%/Rank
107	S	+	0	0	0	0	1	1	1	1	1	1	2	Greater Basilisk: Speed R4/R10
107	a	#70	0	3	6	9	12	15	18	21	24	27	30	Greater Basilisk: Petrification +3%/Rank
102	S	+	0	0	0	0	1	1	1	1	1	1	1	Gorgon: Speed R4
102	f	D	2	2	2	2	2	2	2	1	1	1	1	Gorgon: Double Strike R7
102	F	=	0	0	0	0	0	1	1	1	1	1	1	Gorgon: Fear R5
103	S	+	0	0	0	0	1	1	1	1	1	1	2	Mighty Gorgon: Speed R4/R10
103	E	=	10	13	16	19	22	25	28	31	34	37	40	Mighty Gorgon: Death Stare +3%/Rank
103	F	=	0	0	0	0	0	1	1	1	1	1	1	Mighty Gorgon: Fear R5
108	D	+	0	1	1	1	1	2	2	2	2	3	3	Wyvern: Defense R1/R5/R9
108	S	+	0	0	0	0	1	2	3	3	4	4	5	Wyvern: Speed R4/R5/R6/R8/R10
108	c	#71	0	5	10	15	20	25	35	45	55	65	75	Wyvern: Poison
109	D	+	0	1	1	1	1	2	2	2	2	3	3	Wyvern Monarch: Defense R1/R5/R9
109	S	+	0	0	1	1	2	3	4	4	5	5	6	Wyvern Monarch: Speed R2/R4/R5/R6/R8/R10
109	c	#71	0	5	10	15	20	25	35	45	55	65	75	Wyvern Monarch: Poison
110	D	+	0	1	1	2	2	3	3	4	4	4	4	Hydra: Defense R1/R3/R5/R7
110	S	+	0	0	0	0	1	2	3	3	4	4	4	Hydra: Speed R4/R5/R6/R8
110	d	+	0	4	8	12	16	20	24	28	32	36	40	Hydra: Defending Bonus +4/Rank
110	L	#49	0	5	10	15	20	25	30	35	40	45	50	Hydra: Deflect 50% Damage 5%/Rank
110	R	+	0	0	0	0	0	1	1	2	2	3	4	Hydra: Extra Retals R5/R7/R9/R10
110	w	1	0	0	0	1	1	1	1	1	1	1	1	Hydra: Immune to Hostile L1 Spells R3
110	w	B	0	0	0	0	0	0	1	1	1	1	1	Hydra: Immune to Blind R6
110	f	f	0	0	0	0	0	1	1	1	1	1	1	Hydra: Fearless R5
111	D	+	0	1	1	2	2	3	3	4	4	4	4	Chaos Hydra: Defense R1/R3/R5/R7
111	S	+	0	0	1	1	2	2	3	3	4	4	5	Chaos Hydra: Speed R2/R4/R6/R8/R10
111	d	+	0	4	8	12	16	20	24	28	32	36	40	Chaos Hydra: Defending Bonus +4/Rank
111	L	#49	0	5	10	15	20	25	30	35	40	45	50	Chaos Hydra: Deflect 50% Damage 5%/Rank
111	R	+	0	0	0	0	0	1	1	2	2	3	4	Chaos Hydra: Extra Retals R5/R7/R9/R10
111	w	1	0	0	0	1	1	1	1	1	1	1	1	Chaos Hydra: Immune to Hostile L1 Spells R3
111	w	B	0	0	0	0	0	0	1	1	1	1	1	Chaos Hydra: Immune to Blind R6
111	f	f	0	0	0	0	0	1	1	1	1	1	1	Chaos Hydra: Fearless R5
157	D	+	0	1	1	2	2	3	3	4	4	4	4	Hell Hydra: Defense R1/R3/R5/R7
157	S	+	0	0	1	1	2	2	4	4	5	5	6	Hell Hydra: Speed R2/R4/R6/R8/R10
157	d	+	0	4	8	12	16	20	24	28	32	36	40	Hell Hydra: Defending Bonus +4/Rank
157	L	#49	0	5	10	15	20	25	30	35	40	45	50	Hell Hydra: Deflect 50% Damage 5%/Rank
157	R	+	0	0	0	0	0	1	1	2	2	3	4	Hell Hydra: Extra Retals R5/R7/R9/R10
157	s	#29	0	0	0	1	1	2	2	3	3	3	3	Hell Hydra: Fire Shield R3/R5/R7
157	w	F	0	0	1	1	1	1	1	1	1	1	1	Hell Hydra: Immune to Hostile Fire Spells R2
157	w	1	0	0	0	1	1	1	1	1	1	1	1	Hell Hydra: Immune to Hostile L1 Spells R3
118	S	+	0	0	0	0	1	1	1	1	1	1	2	Pixie: Speed R4/R10
118	c	#47	0	20	25	30	35	40	45	50	55	60	65	Pixie: Disrupting Ray
118	h	#56	0	0	0	0	0	0	1	2	3	4	5	Pixie: Hatred Dmg-Skeleton
118	h	#57	0	0	0	0	0	0	1	2	3	4	5	Sprite: Hatred Dmg-Skeleton Warrior
118	W	+	0	2	4	6	8	10	12	14	16	18	20	Pixie: Resistance 2%/Rank
119	S	+	0	0	0	0	1	1	1	1	1	1	2	Sprite: Speed R4/R10
119	h	#56	0	0	0	0	0	0	1	2	3	4	5	Sprite: Hatred Dmg-Skeleton 
119	h	#57	0	0	0	0	0	0	1	2	3	4	5	Sprite: Hatred Dmg-Skeleton Warrior
119	W	+	0	2	4	6	8	10	12	14	16	18	20	Sprite: Resistance 2%/Rank
112	S	+	0	0	0	0	1	1	1	1	1	1	2	Air Elemental: Speed R4/R10
112	f	F	2	2	2	1	1	1	1	1	1	1	1	Air Elemental: Fly R3
112	w	L	0	0	0	0	0	1	1	1	1	1	1	Air Elemental: Immune to Lightning R5
112	s	#28	0	1	1	1	2	2	2	2	5	5	5	"Air Elemental: Air Shield, Mass at R8"
127	S	+	0	0	0	0	1	1	1	1	1	1	2	Storm Elemental: Speed R4/R10
127	s	#30	0	1	1	1	1	2	2	2	2	3	5	"Storm Elemental: Protection from Air, Mass at R10"
127	g	%	0	2	4	6	8	10	12	14	16	18	20	Storm Elemental: Reduce Spell Damage 2%/Rank
115	S	+	0	0	0	1	1	1	1	1	1	1	1	Water Elemental: Speed R4
115	w	O	0	0	0	0	0	1	1	1	1	1	1	Water Elemental: Immune Fire Dmg (not Magic Arrow) R5
115	s	#41	0	0	1	1	1	2	2	2	5	5	5	"Water Elemental: Bless, Mass at R8"
123	S	+	0	0	0	1	1	1	1	1	1	1	2	Ice Elemental: Speed R4/R10
123	p	#16	0	1	2	3	4	5	6	7	8	9	10	Ice Elemental: 1% Ice Bolt/Rank
123	s	#31	0	0	0	1	1	1	2	2	2	3	5	"Ice Elemental: Protection from Fire, Mass at R10"
114	S	+	0	0	0	1	1	1	1	1	1	1	2	Fire Elemental: Speed R4/R10
114	f	F	2	2	2	1	1	1	1	1	1	1	1	Fire Elemental: Fly R3
114	s	#29	0	1	1	1	2	2	2	3	3	3	3	Fire Elemental: Fire Shield Expert R7
114	w	C	0	0	0	0	0	1	1	1	1	1	1	Fire Elemental: Immune to Cold Spells R5
114	w	W	0	0	0	0	0	0	0	0	1	1	1	Fire Elemental: Immune to Hostile Water Spells R6
114	w	0	0	0	0	0	0	0	0	0	0	0	1	Fire Elemental: No Immune Friendly Fire Spells R9
129	S	+	0	0	0	0	1	1	1	1	1	1	2	Energy Elemental: Speed R4/R10
129	s	#29	0	1	1	1	1	2	2	2	3	3	3	Energy Elemental: Fire Shield Expert R8
129	s	#32	0	1	1	1	2	2	2	3	3	5	5	"Energy Elemental: Prot. from Water, Mass at R9"
129	w	0	0	0	0	0	0	0	0	0	0	0	1	Energy Elemental: No Immune Friendly Fire Spells R10
113	S	+	0	0	0	0	1	1	1	1	1	1	1	Earth Elemental: Speed R4
113	s	#33	0	0	1	1	1	2	2	5	5	5	5	"Earth Elemental: Protection from Earth, Mass at R7"
113	w	M	0	0	0	0	0	1	1	1	1	1	1	Earth Elemental: Immune to Meteor Shower at R5
113	w	S	0	0	0	0	0	0	1	1	1	1	1	Earth Elemental: Immune to Slow at R6
113	w	I	0	0	0	0	0	0	0	0	1	1	1	Earth Elemental: Immunity to Implosion at R8
113	W	+	0	2	4	6	8	10	11	12	13	14	15	"Earth Elemental: Magic Resist 2%/Rnk 1-5, 1%/Rnk 6-10"
125	S	+	0	0	0	0	1	1	1	1	1	1	2	Magma Elemental: Speed R4/R10
125	u	#113	0	10	20	30	40	50	60	70	80	90	100	Magma Elemental: Summon Earth Elementals 10%/Rank
125	w	S	0	0	0	0	0	0	0	1	1	1	1	Magma Elemental: Immune to Slow at R7
125	g	%	0	3	6	9	12	15	18	21	24	27	30	Magma Elemental: Reduce Spell Damage 3%/Rank
120	S	+	0	0	0	0	1	1	1	1	1	1	2	Psychic Elemental: Speed R4/R10
120	c	#60	0	2	4	6	8	10	12	14	16	18	20	Psychic Elemental: Hypnotize 2%/Rank
120	W	+	0	2	4	6	8	10	12	14	16	18	20	Psychic Elemental: Magic Resistance 2%/Rank
121	S	+	0	0	0	0	1	1	1	1	1	1	2	Magic Elemental: Speed R4/R10
121	R	+	0	0	0	0	0	1	1	1	1	2	2	Magic Elemental: Extra Retaliations R5/R9
121	w	0	0	0	0	0	0	0	0	0	0	1	1	Magic Elemental: No Immune Beneficial Spells at L9
121	C	+	0	1	1	1	2	2	2	3	3	3	4	Magic Elemental: Mana Reduction R1/R4/R7/R10
130	S	+	0	0	0	0	1	1	2	2	2	2	3	Firebird: Speed R4/R6/R10
130	s	#49	0	1	1	2	2	2	3	3	3	6	6	Firebird: Mirth: +1 approx. every 3 Ranks
130	s	#29	0	1	1	2	2	3	3	3	6	6	6	"Firebird: Fire Shield, Mass at R8"
130	f	f	0	0	0	0	0	1	1	1	1	1	1	Firebird: Fearless R5
131	S	+	0	0	0	0	1	1	2	2	2	2	3	Phoenix: Speed R4/R6/R10
131	R	+	0	0	0	0	0	1	1	1	1	1	2	Phoenix: Extra Retaliation R5/R10
131	s	#29	0	1	1	1	1	2	2	2	3	3	6	"Phoenix: Fire Shield, Mass at R10"
131	P	+	0	0	0	0	0	0	0	0	0	0	1	Phoenix: Extra Rebirth R10
131	f	f	0	0	0	0	0	1	1	1	1	1	1	Phoenix: Fearless R5
131	g	%	0	2	4	6	8	10	12	14	16	18	20	Phoenix: Reduce Damage 2%/Rank
158	S	+	0	0	0	0	1	1	2	2	2	2	3	Sacred Phoenix: Speed R4/R6/R10
158	R	+	0	0	0	0	0	1	1	1	1	1	2	Sacred Phoenix: Extra Retaliation R5/R10
158	P	+	0	0	0	1	1	1	1	2	2	2	3	Sacred Phoenix: Extra Rebirths R3/R7/R10
158	w	H	0	0	0	0	0	0	0	0	1	1	1	Sacred Phoenix: Immune to Hypnotize R8
158	f	f	2	2	2	2	2	1	1	1	1	1	1	Sacred Phoenix: Fearless R5
116	S	+	0	0	0	0	1	1	1	1	1	1	1	Gold Golem: Speed R4
116	f	R	2	2	2	2	2	1	1	1	1	1	1	Gold Golem: No Retaliation R5
116	g	%	85	87	89	91	93	95	97	99	100	100	100	Gold Golem: Reduced Spell Damage +2%/Rank
117	S	+	0	0	0	0	1	1	1	1	1	1	1	Diamond Golem: Speed R4
117	f	R	2	2	2	2	2	1	1	1	1	1	1	Diamond Golem: No Retaliation R5
117	g	%	95	96	97	98	99	100	100	100	100	100	100	Diamond Golem: Reduced Spell Damage +1%/Rank
132	S	+	0	0	0	0	1	1	2	2	2	2	3	Azure Dragon: Speed R4/R6/R10
132	U	#123	0	20	40	60	80	100	120	140	160	180	200	Azure Dragon: Summon 20%/Rank Ice Elementals
132	w	4	0	0	0	0	0	1	1	1	1	1	1	Azure Dragon: Immune to Hostile L4 Spells R5
132	w	5	0	0	0	0	0	0	0	1	1	1	1	Azure Dragon: Immune to Hostile L5 Spells R7
132	w	0	0	0	0	0	0	0	0	0	1	1	1	Azure Dragon: No Immunity to Friendly Spells R8
133	S	+	0	0	0	0	1	1	2	2	2	2	3	Crystal Dragon: Speed R4/R6/R10
133	b	=	0	3	6	9	12	15	18	21	24	27	30	Crystal Dragon: Reduce Defense 3%/Rank
133	f	R	2	2	2	2	2	2	2	2	2	1	1	Crystal Dragon: No Retaliation R9
133	f	P	2	2	2	2	2	2	2	2	1	1	1	Crystal Dragon: Immune to Mind Spells R8
133	f	f	0	0	0	0	0	1	1	1	1	1	1	Crystal Dragon: Fearless R5
133	W	+	0	3	6	9	12	15	18	21	24	27	30	Crystal Dragon: Resistance +3%/Rank
134	S	+	0	0	0	0	1	1	2	2	2	2	3	Faerie Dragon: Speed R4/R6/R10
134	B	=	0	5	10	15	20	25	25	25	25	25	25	Faerie Dragon: Block 5%/Rank to 25%
134	p	#65	0	5	10	15	20	25	30	35	40	45	50	Faerie Dragon: Clone Target 5%/Rank
134	s	#36	0	1	1	1	2	2	2	3	3	4	4	"Faerie Dragon: Magic Mirror, Mass at R9"
134	f	f	0	0	0	0	0	1	1	1	1	1	1	Faerie Dragon: Fearless R5
135	S	+	0	0	0	0	1	1	2	2	2	2	3	Rust Dragon: Speed R4/R6/R10
135	h	#102	0	0	0	2	3	4	5	6	7	8	9	Rust Dragon: Hatred Dmg-Gorgon
135	h	#103	0	0	0	2	3	4	5	6	7	8	9	Rust Dragon: Hatred Dmg-Mighty Gorgon
135	r	#50	0	0	0	0	25	50	75	125	250	250	250	Rust Dragon: Regenerate 50% R4..R10
135	w	m	0	0	0	0	0	0	0	0	1	1	1	Rust Dragon: Immune to Hostile Mind Spells R8
135	f	f	0	0	0	0	0	1	1	1	1	1	1	Rust Dragon: Fearless R5
136	S	+	0	0	0	0	1	1	1	1	1	1	2	Enchanter: Speed R4/R10
136	l	#35	0	5	10	15	20	25	0	0	0	0	0	Enchanter: Summon Clones of Arch Mage
136	l	#136	0	0	0	0	0	0	15	20	25	30	35	Enchanter: Summon Clones of Enchanter
136	w	1	0	0	0	0	1	1	1	1	1	1	1	Enchanter: Immune to Hostile L1 Spells R4
136	w	2	0	0	0	0	0	0	1	1	1	1	1	Enchanter: Immune to Hostile L2 Spells R6
136	w	3	0	0	0	0	0	0	0	0	1	1	1	Enchanter: Immune to Hostile L3 Spells R8
136	w	4	0	0	0	0	0	0	0	0	0	0	1	Enchanter: Immune to Hostile L4 Spells R10
137	S	+	0	0	0	0	1	1	1	1	1	1	2	Sharpshooter: Speed R4/R10
137	f	s	0	0	0	0	0	0	0	1	1	1	1	Sharpshooter: Unblockable Shooter R7
138	S	+	0	0	0	0	1	1	1	1	1	1	1	Halfling: Speed R4
138	s	#55	0	0	0	1	1	1	2	2	2	3	3	Halfling: Slayer R3/R6/R9
138	f	f	0	0	0	0	0	0	0	1	1	1	1	Halfling: Fearless R7
138	h	#84	0	1	2	3	4	5	6	7	8	9	10	Halfling: Hatred Dmg-Goblin
138	h	#85	0	1	2	3	4	5	6	7	8	9	10	Halfling: Hatred Dmg-Hobgoblin
139	S	+	0	0	0	0	1	1	1	1	1	1	1	Peasant: Speed R4
139	U	#139	0	10	20	30	40	50	60	70	80	90	100	Peasant: Summon 10%/Rank Peasants every 4 rounds
140	S	+	0	0	0	0	1	1	1	1	1	1	2	Boar: Speed R4/R10
140	f	c	0	0	0	1	1	1	1	1	1	1	1	Boar: Champion Charge R3
140	c	#73	0	5	10	15	20	25	30	35	40	45	50	Boar: Disease 5%/Rank
141	S	+	0	0	0	0	1	1	1	1	1	1	1	Mummy: Speed R4
141	a	#42	0	2	4	6	8	10	12	14	16	18	20	Mummy: Mass Curse post-attack 2%/Rank
141	g	%	0	3	6	9	12	15	18	21	24	27	30	Mummy: Reduce Spell Damage 3%/Rank
142	S	+	0	0	0	0	1	1	1	1	1	1	2	Nomad: Speed R4/R10
142	f	b	0	0	0	1	1	1	1	1	1	1	1	Nomad: Strike & Return R3
142	f	c	0	0	0	0	0	0	0	1	1	1	1	Nomad: Champion Charge R7
143	S	+	0	0	0	0	1	1	1	1	1	1	2	Rogue: Speed R4/R10
143	f	R	2	2	2	2	2	1	1	1	1	1	1	Rogue: No Retaliation R5
143	c	#71	0	0	0	0	0	0	0	20	30	40	50	Rogue: Poison R7/R8/R9/R10
144	S	+	0	0	0	0	1	1	1	1	1	1	2	Troll: Speed R4/R10
144	f	r	0	0	0	1	1	1	1	1	1	1	1	Troll: Phoenix Rebirth R3
144	P	+	0	0	0	1	1	1	1	2	2	2	3	Troll: # of Rebirths R3/R7/R10
159	H	+	0	0	0	0	0	0	0	0	0	0	0	Ghost: No Health Bonus
159	S	+	0	0	0	0	1	1	1	1	1	1	2	Ghost: Speed R4/R10
159	c	#50	0	5	10	15	20	25	30	35	40	45	50	Ghost: Sorrow post-attack 5%/Rank
159	w	S	0	0	0	0	1	1	1	1	1	1	1	Ghost: Immune to Slow R4
160	A	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of War: No Attack Bonus
160	M	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of War: No Maximum Damage Bonus
160	m	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of War: No Minimum Damage Bonus
160	S	+	0	0	0	0	1	1	1	1	1	1	1	Emissary of War: Speed R4
160	s	#43	0	0	0	0	0	4	4	4	4	4	4	Emissary of War: Mass Bloodlust R5
160	s	#56	0	0	0	0	0	0	0	0	0	0	4	Emissary of War: Mass Frenzy R10
161	A	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Peace: No Attack Bonus
161	M	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Peace: No Maximum Damage Bonus
161	m	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Peace: No Minimum Damage Bonus
161	S	+	0	0	0	0	1	1	1	1	1	1	1	Emissary of Peace: Speed R4
161	s	#27	0	0	0	0	0	4	4	4	4	4	4	Emissary of Peace: Mass Shield R5
161	s	#28	0	0	0	0	0	0	0	0	0	0	4	Emissary of Peace: Mass Air Shield R10
162	A	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Mana: No Attack Bonus
162	M	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Mana: No Maximum Damage Bonus
162	m	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Mana: No Minimum Damage Bonus
162	S	+	0	0	0	0	1	1	1	1	1	1	1	Emissary of Mana: Speed R4
162	C	+	0	0	1	1	2	2	3	3	4	4	5	Emissary of Mana: Reduce Mana R2/R4/R6/R8/R10
163	A	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Lore: No Attack Bonus
163	M	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Lore: No Maximum Damage Bonus
163	m	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Lore: No Minimum Damage Bonus
163	S	+	0	0	0	0	1	1	1	1	1	1	1	Emissary of Lore: Speed R4
163	C	+	0	0	1	1	2	2	3	3	4	4	5	Emissary of Lore: Reduce Mana R2/R4/R6/R8/R10
164	S	+	0	0	0	0	1	1	1	1	1	1	1	Fire Messenger: Speed R4
164	k	#13	0	5	10	15	20	25	30	35	40	45	50	Fire Messenger: Fire Wall post-attack 5%/Rank
164	p	#66	0	2	4	6	8	10	12	14	16	18	20	Fire Messenger: Summon Fire Elemental 2%/Rank
165	S	+	0	0	0	0	1	1	1	1	1	1	1	Earth Messenger: Speed R4
165	a	#10	0	5	10	15	20	25	30	35	40	45	50	Earth Messenger: Quicksand post-attack 5%/Rank
165	p	#67	0	2	4	6	8	10	12	14	16	18	20	Earth Messenger: Summon Earth Elemental 2%/Rank
166	S	+	0	0	0	0	1	1	1	1	1	1	2	Air Messenger: Speed R4/R10
166	c	#47	0	5	10	15	20	25	30	35	40	45	50	Air Messenger: Disrupting Ray 5%/Rank
166	p	#69	0	2	4	6	8	10	12	14	16	18	20	Air Messenger: Summon Air Elemental 2%/Rank
167	S	+	0	0	0	0	1	1	1	1	1	1	1	Water Messenger: Speed R4
167	a	#16	0	5	10	15	20	25	30	35	40	45	50	Water Messenger: Ice Bolt post-attack 5%/Rank
167	p	#68	0	2	4	6	8	10	12	14	16	18	20	Water Messenger: Summon Water Elemental 2%/Rank
168	S	+	0	0	0	0	1	1	1	1	1	1	2	Gorynych: Speed R4/R10
168	f	D	2	2	2	2	2	2	2	1	1	1	1	Gorynych: Strike Twice R7
168	r	#100	0	0	0	0	0	50	50	50	50	50	50	Gorynych: Regeneration-50 50% R5
168	h	#26	0	0	0	0	0	0	1	2	3	4	5	Gorynych: Hatred Dmg-Green Dragon (50% at R10)
168	h	#27	0	0	0	0	0	0	1	2	3	4	5	Gorynych: Hatred Dmg-Gold Dragon (50% at R10)
168	f	f	0	0	0	0	0	1	1	1	1	1	1	Gorynych: Fearless R5
169	S	+	0	0	0	0	1	1	1	1	1	1	2	War Zealot: Speed R4/R10
169	w	N	0	0	0	0	0	0	0	0	0	1	1	War Zealot: Immune to Dispel Beneficial Spells R9
169	w	m	0	0	0	0	0	0	1	1	1	1	1	War Zealot: Immune to Hostile Mind Spells R6
169	i	=	0	0	0	0	0	0	0	0	1	1	1	War Zealot: No Range Penalty R8
169	h	#64	0	0	0	0	0	0	1	2	3	4	5	War Zealot: Hatred Dmg-Lich (50% at R10)
169	h	#65	0	0	0	0	0	0	1	2	3	4	5	War Zealot: Hatred Dmg-Power Lich (50% at R10)
169	h	#222	0	0	0	0	0	0	1	2	3	4	5	War Zealot: Hatred Dmg-Lich King(50% at R10)
170	S	+	0	0	0	0	1	1	1	1	1	1	2	Arctic Sharpshooter: Speed R4/R10
170	f	s	0	0	0	0	0	0	0	1	1	1	1	Arctic Sharpshooter: Unblockable Shooter R7
170	w	C	0	0	0	1	1	1	1	1	1	1	1	Arctic Sharpshooter: Immune to Cold Spells R3
170	P	+	0	0	0	1	1	2	2	3	3	4	4	Arctic Sharpshooter: Extra Cast
171	S	+	0	0	0	0	1	1	1	1	1	1	2	Lava Sharpshooter: Speed R4/R10
171	f	s	0	0	0	0	0	0	0	1	1	1	1	Lava Sharpshooter: Unblockable Shooter R7
171	w	F	0	0	0	1	1	1	1	1	1	1	1	Lava Sharpshooter: Immune Hostile Fire Spells R3
171	P	+	0	0	0	1	1	2	2	3	3	4	4	Lava Sharpshooter: Extra Cast
172	S	+	0	0	0	0	1	1	1	1	1	1	2	Nightmare: Speed R4/R10
172	E	=	10	12	14	16	18	20	22	24	26	28	30	Nightmare: Death Stare +2%/Rank
172	R	+	0	0	0	0	0	1	1	1	1	1	2	Nightmare: Retaliate Twice at R10
172	F	=	0	0	0	0	0	0	0	1	1	1	1	Nightmare: Fear R7
172	p	#24	0	5	10	15	20	25	30	35	40	45	50	Nightmare: Death Ripple pre-attack 5%/Rank
173	S	+	0	0	0	0	1	1	1	1	1	1	1	Santa Gremlin: Speed R4
173	G	%	0	10	20	30	40	5	10	20	30	40	50	Santa Gremlins: Bonus Guards 10%/Rank
173	G	=	0	0	0	0	0	1	1	1	1	1	1	Santa Gremlins: Upgraded Guards R5
193	S	+	0	0	0	0	1	1	1	1	1	1	2	Sorceress: Speed R4/R10
193	p	#65	0	5	10	15	20	25	30	35	40	45	50	Sorceress: Clone Target pre-attack 5%/Rank
193	u	#136	0	2	4	6	8	10	12	14	16	18	20	Sorceress: Summon 2%/Rank Enchanters round 2
194	S	+	0	0	0	0	1	1	1	1	1	1	2	Dire Werewolf: Speed R4/R10
194	r	#50	0	4	8	12	16	20	24	28	32	36	40	Dire Werewolf: 50% chance of Regenerating 4 HP/Rank
194	h	#269	0	2	4	6	8	10	12	14	16	18	20	Dire Werewolf: Hatred Dmg-Templar 20%/Rank
194	h	#270	0	2	4	6	8	10	12	14	16	18	20	Dire Werewolf: Hatred Dmg-Paladin 20%/Rank
194	L	#125	0	6	12	18	24	30	36	42	48	54	60	Dire Werewolf: 25% chance to Deflect 6% dmg./Rank
195	S	+	0	0	0	0	1	1	1	1	1	1	2	Hell Steed: Speed R4/R10
195	f	f	0	0	0	0	0	1	1	1	1	1	1	Hell Steed: Fearless at R5
195	a	#21	0	5	10	15	20	25	30	35	40	45	50	Hell Steed: Fireball after attack 5%/Rank
195	w	0	0	0	0	0	0	1	1	1	1	1	1	Hell Steed: No Beneficial Spell Immunity R5
174	S	+	0	0	0	0	1	1	1	2	2	2	3	Paladin Monster: Speed R4/R7/R10
174	W	+	0	20	25	30	35	40	45	50	55	60	65	Paladin Monster: Magic Resist 20% R1+5%/Rank
174	f	c	2	1	1	1	1	1	1	1	1	1	1	Paladin Monster: Champion Charge R1
174	L	140	0	0	0	0	20	25	30	35	40	45	50	Paladin Monster: 40% to Deflect 20-50% Dmg R4
174	f	D	2	2	2	2	2	2	2	1	1	1	1	Paladin Monster: Strike Twice R7
174	f	R	2	2	2	2	2	2	2	2	2	2	1	Paladin Monster: No Retaliation R10
175	S	+	0	0	0	0	1	1	1	2	2	2	3	Hierophant Monster: Speed R4/R7/R10
175	W	+	0	20	25	30	35	40	45	50	55	60	65	Hierophant Monster: Magic Resist 20% R1+5%/Rank
175	w	m	0	1	1	1	1	1	1	1	1	1	1	Hierophant Monster: Immune to Hostile Mind Spells R1
175	r	100	0	0	0	0	50	60	70	80	90	100	110	Hierophant Monster: Regeneration 100% chance R4
175	a	#37	0	0	0	0	0	0	0	70	80	90	100	Hierophant Monster: Mass Cure after-att. 70%-100% R7
175	p	#48	0	10	20	30	40	50	60	70	80	90	100	Hierophant Monster: Mass Prayer pre-attack 10%/Rank
176	S	+	0	0	0	0	1	1	1	2	2	2	3	Temple Guardian Monster: Speed R4/R7/R10
176	W	+	0	20	25	30	35	40	45	50	55	60	65	Temple Guardian Monster: Magic Resist 20% R1+5%/Rank
176	p	#44	0	10	20	30	40	50	60	70	80	90	100	Temple Guardian: Mass Precision pre-att. 10%/Rank
176	C	+	0	0	0	0	1	1	2	2	3	3	4	Temple Guardian: Reduce Casting Cost R4/6/9/10
176	a	#28	0	0	0	0	0	0	0	20	40	60	80	Temple Guardian: Air Shield after-att. R7 20%/Rank
176	w	3	0	0	0	0	0	0	0	0	0	0	1	Temple Guardian: Immune to hostile L1-L3 Spells R10
177	S	+	0	0	0	0	1	1	1	2	2	2	3	Succubus Monster: Speed R4/R7/R10
177	W	+	0	20	25	30	35	40	45	50	55	60	65	Succubus Monster: Magic Resist 20% R1+5%/Rank
177	f	F	2	1	1	1	1	1	1	1	1	1	1	Succubus Monster: Flying R1
177	s	#29	0	0	0	0	1	1	2	2	3	3	3	Succubus Monster: Fire Shield R4
177	a	#60	0	0	0	0	0	0	0	25	30	35	40	Succubus Monser: Hypnotize after-attack 25%-40% R7
177	U	#48	0	0	0	0	0	0	0	0	0	0	100	"Succubus Monster: Summon Mult. Demons, Num=100% R10"
178	S	+	0	0	0	0	1	1	1	2	2	2	3	Soul Eater Monster: Speed R4/R7/R10
